package,lib_path,version,priority,depends,imports,needs_compilation,built,url,source
forcats,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.0,NA,R (>= 3.4),"cli (>= 3.4.0), glue, lifecycle, magrittr, rlang (>= 1.0.0),
tibble",no,4.5.0,"https://forcats.tidyverse.org/,
https://github.com/tidyverse/forcats",CRAN
foreach,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.5.2,NA,R (>= 2.5.0),"codetools, utils, iterators",no,4.5.0,https://github.com/RevolutionAnalytics/foreach,CRAN
forecast,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,8.24.0,NA,"R (>= 3.5.0),","colorspace, fracdiff, generics (>= 0.1.2), ggplot2 (>= 2.2.1),
graphics, lmtest, magrittr, nnet, parallel, Rcpp (>= 0.11.0),
stats, timeDate, tseries, urca, withr, zoo",yes,4.5.0,"https://pkg.robjhyndman.com/forecast/,
https://github.com/robjhyndman/forecast",CRAN
foreign,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.8-90,recommended,R (>= 4.0.0),"methods, utils, stats",yes,4.5.0,https://svn.r-project.org/R-packages/trunk/foreign/,CRAN
forestplot,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.1.7,NA,"R (>= 4.1.0), grid, checkmate, abind",NA,no,4.5.0,https://gforge.se/packages/,CRAN
formattable,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2.1,NA,R (> 3.0.2),"methods, htmltools, htmlwidgets, knitr, rmarkdown",no,4.5.0,"https://renkun-ken.github.io/formattable/,
https://github.com/renkun-ken/formattable",CRAN
Formula,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2-5,NA,"R (>= 2.0.0), stats",NA,no,4.5.0,NA,CRAN
formula.tools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.7.1,NA,R (>= 3.0.0),"operator.tools(>= 1.4.0), utils, methods",no,4.5.0,https://github.com/decisionpatterns/formula.tools,CRAN
fracdiff,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.5-3,NA,NA,stats,yes,4.5.0,https://github.com/mmaechler/fracdiff,CRAN
fs,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.6.6,NA,R (>= 3.6),methods,yes,4.5.0,"https://fs.r-lib.org, https://github.com/r-lib/fs",CRAN
ftExtra,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.6.4,NA,NA,"dplyr (>= 1.0.0), jsonlite, flextable (>= 0.9.5), tidyr, purrr
(>= 1.0.0), magrittr, rmarkdown, rlang, stringr, tibble,
tidyselect (>= 1.1.0), xfun, yaml, vctrs",no,4.5.0,"https://ftextra.atusy.net, https://github.com/atusy/ftExtra",CRAN
furniture,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.9.14,NA,R (>= 2.10),"knitr, dplyr (>= 0.8.0)",no,4.5.0,NA,CRAN
furrr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3.1,NA,"future (>= 1.25.0), R (>= 3.4.0)","globals (>= 0.14.0), lifecycle (>= 1.0.1), purrr (>= 0.3.4),
rlang (>= 1.0.2), vctrs (>= 0.4.1)",no,4.5.0,"https://github.com/DavisVaughan/furrr,
https://furrr.futureverse.org/",CRAN
future,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.67.0,NA,R (>= 3.2.0),"digest, globals (>= 0.18.0), listenv (>= 0.8.0), parallel,
parallelly (>= 1.44.0), utils",no,4.5.0,"https://future.futureverse.org,
https://github.com/futureverse/future",CRAN
future.apply,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.20.0,NA,"R (>= 3.2.0), future (>= 1.49.0)","globals, parallel, utils",no,4.5.0,"https://future.apply.futureverse.org,
https://github.com/futureverse/future.apply",CRAN
GA,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.2.4,NA,"R (>= 3.4), methods, foreach, iterators","stats, graphics, grDevices, utils, cli, crayon, Rcpp",yes,4.5.0,https://luca-scr.github.io/GA/,CRAN
gameofthrones,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.2,NA,R (>= 3.5.0),"ggplot2 (>= 1.0.1), gridExtra, MASS",no,4.5.0,https://github.com/aljrico/gameofthrones,GitHub repo = aljrico/gameofthrones
gamlss,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,5.4-22,NA,"R (>= 3.3.0), graphics, stats, splines, utils, grDevices,
gamlss.data (>= 5.0-0), gamlss.dist (>= 4.3.1), nlme, parallel","MASS, survival, methods",yes,4.5.0,https://www.gamlss.com/,CRAN
gamlss.data,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,6.0-6,NA,R (>= 3.5.0),NA,no,4.5.0,https://www.gamlss.com/,CRAN
gamlss.dist,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,6.1-1,NA,R (>= 3.5.0),"MASS, graphics, stats, methods, grDevices",yes,4.5.0,https://www.gamlss.com/,CRAN
gapminder,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.1,NA,R (>= 3.1.0),tibble,no,4.5.0,"https://github.com/jennybc/gapminder,
https://www.gapminder.org/data/,
https://doi.org/10.5281/zenodo.594018,
https://jennybc.github.io/gapminder/",CRAN
gargle,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.5.2,NA,R (>= 3.6),"cli (>= 3.0.1), fs (>= 1.3.1), glue (>= 1.3.0), httr (>=
1.4.5), jsonlite, lifecycle, openssl, rappdirs, rlang (>=
1.1.0), stats, utils, withr",no,4.5.0,"https://gargle.r-lib.org, https://github.com/r-lib/gargle",CRAN
gbRd,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4.12,NA,NA,tools,no,4.5.0,NA,CRAN
gclus,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.3.3,NA,"R (>= 2.10), cluster",NA,no,4.5.0,NA,CRAN
gdata,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.0.1,NA,NA,"gtools, methods, stats, utils",no,4.5.0,https://github.com/r-gregmisc/gdata,CRAN
gdtools,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4.2,NA,R (>= 4.0.0),"fontquiver (>= 0.2.0), htmltools, Rcpp (>= 0.12.12),
systemfonts (>= 1.1.0), tools",yes,4.5.0,https://davidgohel.github.io/gdtools/,CRAN
geefirth,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.0,NA,R (>= 2.10),NA,no,4.5.0,NA,GitHub repo = momenulhaque/geefirth
geepack,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.3.12,NA,"R (>= 3.5.0), methods","MASS, broom, magrittr",yes,4.5.0,NA,CRAN
genArise,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.84.0,NA,"R (>= 1.7.1), locfit, tkrplot, methods","graphics, grDevices, methods, stats, tcltk, utils, xtable",no,4.5.0,http://www.ifc.unam.mx/genarise,Bioconductor 3.21
gendercoder,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.0,NA,R (>= 3.0.0),NA,no,4.5.0,https://github.com/ropensci/gendercoder,GitHub repo = ropenscilabs/gendercoder
generics,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.4,NA,R (>= 3.6),methods,no,4.5.0,"https://generics.r-lib.org, https://github.com/r-lib/generics",CRAN
geojsonsf,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.0.3,NA,R (>= 3.3.0),Rcpp,yes,4.5.0,https://github.com/SymbolixAU/geojsonsf,CRAN
geometries,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2.4,NA,NA,Rcpp (>= 1.0.10),yes,4.5.0,https://dcooley.github.io/geometries/,CRAN
gert,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.1.5,NA,NA,"askpass, credentials (>= 1.2.1), openssl (>= 2.0.3),
rstudioapi (>= 0.11), sys, zip (>= 2.1.0)",yes,4.5.0,"https://docs.ropensci.org/gert/,
https://ropensci.r-universe.dev/gert",CRAN
gfonts,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2.0,NA,R (>= 2.10),"utils, htmltools, shiny, crul, jsonlite, glue, crayon",no,4.5.0,"https://dreamrs.github.io/gfonts/,
https://github.com/dreamRs/gfonts",CRAN
ggalluvial,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.12.5,NA,"R (>= 3.6), ggplot2 (>= 2.2)","stats, dplyr (>= 0.7), tidyr (>= 0.7), lazyeval, rlang,
tidyselect",no,4.5.0,http://corybrunson.github.io/ggalluvial/,CRAN
GGally,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.3.0,NA,"ggplot2 (>= 3.5.2), R (>= 4.3)","dplyr (>= 1.1.0), ggstats (>= 0.9.0), grDevices, grid, gtable
(>= 0.2.0), lifecycle, magrittr, progress, RColorBrewer, rlang,
S7 (>= 0.2.0), scales (>= 1.3.0), tidyr (>= 1.3.0), utils",no,4.5.0,"https://ggobi.github.io/ggally/, https://github.com/ggobi/ggally",CRAN
ggalt,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4.0,NA,"R (>= 3.2.0), ggplot2 (>= 2.2.1)","utils, graphics, grDevices, dplyr, RColorBrewer, KernSmooth,
proj4, scales, grid, gtable, ash, maps, MASS, extrafont,
tibble, plotly (>= 3.4.1)",no,4.5.0,https://github.com/hrbrmstr/ggalt,CRAN
gganimate,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.10,NA,ggplot2 (>= 3.5.2),"cli, glue, grDevices, grid, lifecycle, progress, rlang,
scales, stringi, transformr (>= 0.1.5), tweenr (>= 2.0.3),
utils, vctrs",no,4.5.0,"https://gganimate.com, https://github.com/thomasp85/gganimate",CRAN
ggbeeswarm,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.7.2,NA,"R (>= 3.5.0), ggplot2 (>= 3.3.0)","beeswarm, lifecycle, vipor, cli",no,4.5.0,https://github.com/eclarke/ggbeeswarm,CRAN
ggbiplot,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.6.2,NA,"R (>= 3.5.0), ggplot2",scales,no,4.5.0,"https://github.com/friendly/ggbiplot,
https://friendly.github.io/ggbiplot/",CRAN
ggbreak,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.5,NA,NA,"ggfun (>= 0.1.1), grid, ggplot2, ggplotify (>= 0.0.7), aplot
(>= 0.1.5), rlang, stats, yulab.utils (>= 0.1.9)",no,4.5.0,https://github.com/YuLab-SMU/ggbreak,CRAN
ggcorrplot,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.4.1,NA,"R (>= 3.3), ggplot2 (>= 3.3.6)","reshape2, stats",no,4.5.0,http://www.sthda.com/english/wiki/ggcorrplot-visualization-of-a-correlation-matrix-using-ggplot2,CRAN
ggdark,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2.1,NA,R (>= 3.1),ggplot2 (>= 3.0),no,4.5.0,NA,CRAN
ggdist,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.3.3,NA,R (>= 4.0.0),"grid, ggplot2 (>= 3.5.0), scales, rlang (>= 0.3.0), cli,
tibble, vctrs, withr, glue, gtable, distributional (>= 0.3.2),
numDeriv, quadprog, Rcpp",yes,4.5.0,"https://mjskay.github.io/ggdist/,
https://github.com/mjskay/ggdist/",CRAN
ggeffects,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.3.0,NA,R (>= 3.6),"graphics, insight (>= 1.0.1), datawizard (>= 1.0.0), stats,
utils",no,4.5.0,https://strengejacke.github.io/ggeffects/,CRAN
ggfittext,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.10.2,NA,R (>= 3.6),"grid (>= 3.1), stringi (>= 1.1.2), shades (>= 1.3.1), gridtext
(>= 0.1.4), ggplot2 (>= 2.2.1), cli (>= 3.6.1)",no,4.5.0,https://wilkox.org/ggfittext/,CRAN
ggforce,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5.0,NA,"ggplot2 (>= 3.5.0), R (>= 3.3.0)","grid, scales, MASS, tweenr (>= 0.1.5), gtable, rlang,
polyclip, stats, grDevices, tidyselect, withr, utils,
lifecycle, cli, vctrs, systemfonts",yes,4.5.0,"https://ggforce.data-imaginist.com,
https://github.com/thomasp85/ggforce",CRAN
ggformula,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.12.2,NA,"R (>= 4.1), ggplot2 (>= 3.3), scales, ggridges","mosaicCore (>= 0.7.0), rlang, tibble, stringr, grid, labelled",no,4.5.0,https://github.com/ProjectMOSAIC/ggformula,CRAN
ggfree,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.0,NA,"R (>= 3.5.0), ape",NA,no,4.5.0,NA,GitHub repo = ArtPoon/ggfree
ggfun,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.2.0,NA,R (>= 4.2.0),"cli, dplyr, ggplot2, grid, rlang, scales, utils, yulab.utils
(>= 0.1.6)",no,4.5.0,https://github.com/YuLab-SMU/ggfun,CRAN
gghalves,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.4,NA,"ggplot2 (>= 3.3.6), R (>= 3.3.0)","grid, gtable, grDevices",no,4.5.0,https://github.com/erocoar/gghalves,CRAN
ggiraph,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.8.13,NA,NA,"cli, ggplot2 (>= 3.5.1), grid, htmltools, htmlwidgets (>=
1.5), purrr, Rcpp (>= 1.0), rlang, stats, systemfonts, uuid,
vctrs",yes,4.5.0,https://davidgohel.github.io/ggiraph/,CRAN
gglm,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.4,NA,ggplot2,"broom, broom.mixed, cli, dplyr, metafor, nlme, patchwork,
purrr, tibble, tidyr, utils, rlang, vctrs",no,4.5.0,"https://github.com/graysonwhite/gglm,
https://graysonwhite.com/gglm/",CRAN
ggmap,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,4.0.1,NA,"R (>= 3.1.0), ggplot2 (>= 2.2.0)","png, plyr, jpeg, digest, scales, dplyr, bitops, grid, glue,
httr, stringr, purrr, magrittr, tibble, tidyr, rlang, cli",no,4.5.0,https://github.com/dkahle/ggmap,CRAN
ggmosaic,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3.3,NA,"ggplot2 (>= 3.3.0), R (>= 3.5.0)","productplots, dplyr, plotly (>= 4.5.5), purrr, rlang, tidyr,
ggrepel, scales",no,4.5.0,https://github.com/haleyjeppson/ggmosaic,CRAN
ggnewscale,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5.2,NA,NA,ggplot2 (>= 3.5.0),no,4.5.0,"https://eliocamp.github.io/ggnewscale/,
https://github.com/eliocamp/ggnewscale",CRAN
ggplot2,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.5.2,NA,R (>= 3.5),"cli, glue, grDevices, grid, gtable (>= 0.1.1), isoband,
lifecycle (> 1.0.1), MASS, mgcv, rlang (>= 1.1.0), scales (>=
1.3.0), stats, tibble, vctrs (>= 0.6.0), withr (>= 2.5.0)",no,4.5.0,"https://ggplot2.tidyverse.org,
https://github.com/tidyverse/ggplot2",CRAN
ggplotify,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.2,NA,R (>= 3.4.0),"ggplot2, graphics, grDevices, grid, gridGraphics, yulab.utils",no,4.5.0,https://github.com/GuangchuangYu/ggplotify,CRAN
ggpmisc,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.6.2,NA,"R (>= 4.0.0), ggpp (>= 0.5.8)","grid, stats, ggplot2 (>= 3.5.0), scales (>= 1.3.0), rlang (>=
1.1.3), generics (>= 0.1.3), MASS (>= 7.3-60.0.1), confintr (>=
1.0.2), polynom (>= 1.4-1), quantreg (>= 5.97), lmodel2 (>=
1.7-3), nlme (>= 3.1-160), splus2R (>= 1.3-5), multcomp (>=
1.4-25), multcompView (>= 0.1-10), tibble (>= 3.2.1), plyr (>=
1.8.9), dplyr (>= 1.1.4), lubridate (>= 1.9.3), caTools (>=
1.18.3)",no,4.5.0,"https://docs.r4photobiology.info/ggpmisc/,
https://github.com/aphalo/ggpmisc",CRAN
ggpp,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5.9,NA,"R (>= 4.1.0), ggplot2 (>= 3.5.0)","stats, grid, grDevices, rlang (>= 1.0.6), vctrs (>= 0.6.0),
magrittr (>= 2.0.1), glue (>= 1.6.0), gridExtra (>= 2.3),
scales (>= 1.2.0), tibble (>= 3.1.8), dplyr (>= 1.1.0), xts (>=
0.13.0), zoo (>= 1.8-11), MASS (>= 7.3-58), polynom (>= 1.4-0),
lubridate (>= 1.9.0), stringr (>= 1.4.0)",no,4.5.0,"https://docs.r4photobiology.info/ggpp/,
https://github.com/aphalo/ggpp",CRAN
ggprism,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.6,NA,R (>= 3.2),"digest, ggplot2 (>= 3.2.0), glue, grid, gtable (>= 0.1.1),
rlang (>= 0.3.0), scales (>= 0.5.0), stats, tibble, utils",no,4.5.0,"https://csdaw.github.io/ggprism/, https://github.com/csdaw/ggprism",CRAN
ggpubr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.6.1,NA,"R (>= 3.1.0), ggplot2 (>= 3.5.2)","ggrepel (>= 0.9.2), grid, ggsci, stats, utils, tidyr (>=
1.3.0), purrr, dplyr (>= 0.7.1), cowplot (>= 1.1.1), ggsignif,
scales, gridExtra, glue, polynom, rlang (>= 0.4.6), rstatix (>=
0.7.2), tibble, magrittr",no,4.5.0,https://rpkgs.datanovia.com/ggpubr/,CRAN
ggraph,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.2.1,NA,"R (>= 2.10), ggplot2 (>= 3.5.0)","dplyr, ggforce (>= 0.3.1), grid, igraph (>= 1.0.0), scales,
MASS, ggrepel, utils, stats, viridis, rlang, tidygraph,
graphlayouts (>= 1.1.0), withr, cli, vctrs, lifecycle, memoise",yes,4.5.0,"https://ggraph.data-imaginist.com,
https://github.com/thomasp85/ggraph",CRAN
ggrastr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.2,NA,R (>= 3.2.2),"ggplot2 (>= 2.1.0), Cairo (>= 1.5.9), ggbeeswarm, grid, png,
ragg",no,4.5.0,https://github.com/VPetukhov/ggrastr,CRAN
ggrepel,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.9.6,NA,"R (>= 3.0.0), ggplot2 (>= 2.2.0)","grid, Rcpp, rlang (>= 0.3.0), scales (>= 0.5.0), withr (>=
2.5.0)",yes,4.5.0,"https://ggrepel.slowkow.com/, https://github.com/slowkow/ggrepel",CRAN
ggridges,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.5.6,NA,R (>= 3.2),"ggplot2 (>= 3.4.0), grid (>= 3.0.0), scales (>= 0.4.1), withr
(>= 2.1.1)",no,4.5.0,https://wilkelab.org/ggridges/,CRAN
ggsci,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,3.2.0,NA,R (>= 3.5.0),"ggplot2 (>= 2.0.0), grDevices, scales",no,4.5.0,"https://nanx.me/ggsci/, https://github.com/nanxstats/ggsci",CRAN
ggsignif,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.6.4,NA,NA,ggplot2 (>= 3.3.5),no,4.5.0,"https://const-ae.github.io/ggsignif/,
https://github.com/const-ae/ggsignif",CRAN
ggstats,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.10.0,NA,R (>= 4.2),"cli, dplyr, forcats, ggplot2 (>= 3.4.0), lifecycle, patchwork,
purrr, rlang, scales, stats, stringr, utils, tidyr",no,4.5.0,"https://larmarange.github.io/ggstats/,
https://github.com/larmarange/ggstats",CRAN
ggstream,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.0,NA,R (>= 3.6.0),"ggplot2, purrr, dplyr, stats, magrittr, tidyr, forcats",no,4.5.0,NA,CRAN
ggsurvey,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.0.0,NA,"R (>= 3.5.0), ggplot2, survey, hexbin, dplyr",stats,no,4.5.0,NA,CRAN
ggsurvfit,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1.0,NA,R (>= 3.5),"broom (>= 1.0.0), cli (>= 3.0.0), dplyr (>= 1.0.3), ggplot2
(>= 3.5.0), glue (>= 1.6.0), gtable, patchwork (>= 1.1.0),
rlang (>= 1.0.0), survival (>= 3.6-4), tidyr (>= 1.0.0)",no,4.5.0,"https://github.com/pharmaverse/ggsurvfit,
https://www.danieldsjoberg.com/ggsurvfit/",CRAN
ggtext,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.2,NA,R (>= 3.5),"ggplot2 (>= 3.3.0), grid, gridtext, rlang, scales",no,4.5.0,https://wilkelab.org/ggtext/,CRAN
ggthemes,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,5.1.0,NA,R (>= 3.3.0),"ggplot2 (>= 3.0.0), graphics, grid, lifecycle, methods, purrr,
scales, stringr, tibble",no,4.5.0,"https://jrnold.github.io/ggthemes/,
https://github.com/jrnold/ggthemes",CRAN
ggthemr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1.0,NA,"R (>= 3.0.0), ggplot2 (>= 3.3.2)",scales,no,4.5.0,NA,GitHub repo = Mikata-Project/ggthemr
ggupset,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.4.1,NA,R (>= 2.10),"ggplot2 (>= 3.3.0), gtable, grid, tibble, rlang, scales",no,4.5.0,https://github.com/const-ae/ggupset,CRAN
ggvenn,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.10,NA,"dplyr, grid, ggplot2",NA,no,4.5.0,NA,CRAN
ggVennDiagram,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.5.4,NA,R (>= 4.1.0),"ggplot2 (>= 3.4.0), dplyr, methods, tibble, aplot, venn (>=
1.12), yulab.utils, forcats",no,4.5.0,"https://github.com/gaospecial/ggVennDiagram,
https://gaospecial.github.io/ggVennDiagram/",CRAN
ggwordcloud,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.6.2,NA,"R (>= 3.5.0), ggplot2 (>= 3.0.0)","grid, gridtext, Rcpp, scales (>= 1.0.0), colorspace, png",yes,4.5.0,"https://github.com/lepennec/ggwordcloud,
https://lepennec.github.io/ggwordcloud/",CRAN
gh,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.5.0,NA,R (>= 4.1),"cli (>= 3.0.1), gitcreds, glue, httr2 (>= 1.0.6), ini,
jsonlite, lifecycle, rlang (>= 1.0.0)",no,4.5.0,"https://gh.r-lib.org/, https://github.com/r-lib/gh#readme",CRAN
ghibli,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.3.4,NA,R (>= 2.10),"grDevices, prismatic",no,4.5.0,https://ewenme.github.io/ghibli/,CRAN
gistr,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.9.0,NA,NA,"jsonlite, crul, httr, magrittr, assertthat, knitr, rmarkdown,
dplyr",no,4.5.0,"https://github.com/ropensci/gistr (devel),
https://docs.ropensci.org/gistr (website)",CRAN
git2r,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.36.2,NA,R (>= 4.0),"graphics, utils",yes,4.5.0,"https://docs.ropensci.org/git2r/,
https://github.com/ropensci/git2r",CRAN
gitcreds,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.2,NA,R (>= 3.4),NA,no,4.5.0,"https://gitcreds.r-lib.org/, https://github.com/r-lib/gitcreds",CRAN
gld,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.6.7,NA,NA,"stats, graphics, e1071, lmom",yes,4.5.0,https://github.com/newystats/gld/,CRAN
glm.predict,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,4.3-0,NA,"R (>= 3.5.0), stats","nnet, AER, survival, MASS, parallel, mlogit, dfidx, survey,
lme4, VGAM",no,4.5.0,https://github.com/benjaminschlegel/glm.predict/,CRAN
glm2,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2.1,NA,"R (>= 3.2.0), stats",NA,no,4.5.0,NA,CRAN
glmmTMB,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1.11,NA,R (>= 3.6.0),"methods, TMB (>= 1.9.0), lme4 (>= 1.1-18.9000), Matrix, nlme,
numDeriv, mgcv, reformulas (>= 0.2.0)",yes,4.5.0,https://github.com/glmmTMB/glmmTMB,CRAN
glmnet,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,4.1-10,NA,"R (>= 3.6.0), Matrix (>= 1.0-6)","methods, utils, foreach, shape, survival, Rcpp",yes,4.5.0,https://glmnet.stanford.edu,CRAN
GlobalOptions,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.1.2,NA,"R (>= 3.3.0), methods",utils,no,4.5.0,https://github.com/jokergoo/GlobalOptions,CRAN
globals,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.18.0,NA,R (>= 3.1.2),codetools,no,4.5.0,"https://globals.futureverse.org,
https://github.com/futureverse/globals",CRAN
glue,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.8.0,NA,R (>= 3.6),methods,yes,4.5.0,"https://glue.tidyverse.org/, https://github.com/tidyverse/glue",CRAN
gmapsdistance,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,4.0.5,NA,NA,"RCurl, XML, methods",no,4.5.0,https://github.com/jlacko/gmapsdistance,CRAN
gmodels,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.19.1,NA,NA,"MASS, gdata, stats",no,4.5.0,https://github.com/r-gregmisc/gmodels,CRAN
gmp,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,0.7-5,NA,R (>= 3.5.0),methods,yes,4.5.0,https://forgemia.inra.fr/sylvain.jasson/gmp,CRAN
gnm,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.1-5,NA,R (>= 3.0.0),"graphics, grDevices, MASS, Matrix, methods, nnet, qvcalc (>=
0.8-3), relimp, stats, utils",yes,4.5.0,https://github.com/hturner/gnm,CRAN
goftest,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,1.2-3,NA,R (>= 3.3),stats,yes,4.5.0,https://github.com/baddstats/goftest,CRAN
googledrive,/Library/Frameworks/R.framework/Versions/4.5-arm64/Resources/library,2.1.1,NA,R (>= 3.6),"cli (>= 3.0.0), gargle (>= 1.5.0), glue (>= 1.4.2), httr,
jsonlite, lifecycle, magrittr, pillar (>= 1.9.0), purrr (>=
1.0.1), rlang (>= 1.0.2), tibble (>= 2.0.0), utils, uuid, vctrs
(>= 0.3.0), withr",no,4.5.0,"https://googledrive.tidyverse.org,
https://github.com/tidyverse/googledrive",CRAN
